"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","2.723","2.691","2.753","2.685","1.13%"
"Dec 22, 2022","2.693","2.641","2.718","2.615","1.85%"
"Dec 21, 2022","2.644","2.631","2.657","2.604","0.16%"
"Dec 20, 2022","2.640","2.620","2.650","2.581","3.97%"
"Dec 19, 2022","2.539","2.504","2.556","2.484","2.58%"
"Dec 16, 2022","2.475","2.447","2.537","2.437","4.55%"
"Dec 15, 2022","2.367","2.263","2.423","2.199","6.27%"
"Dec 14, 2022","2.228","2.183","2.296","2.180","0.98%"
"Dec 13, 2022","2.206","2.236","2.279","2.132","-1.34%"
"Dec 12, 2022","2.236","2.211","2.244","2.163","0.83%"
"Dec 09, 2022","2.217","2.079","2.240","2.058","5.31%"
"Dec 08, 2022","2.106","2.079","2.135","2.058","1.31%"
"Dec 07, 2022","2.079","2.062","2.131","2.031","-0.58%"
"Dec 06, 2022","2.091","2.185","2.192","2.085","-3.87%"
"Dec 05, 2022","2.175","2.161","2.198","2.113","1.85%"
"Dec 02, 2022","2.135","2.109","2.169","2.048","1.39%"
"Dec 01, 2022","2.106","2.149","2.173","2.088","-5.34%"
"Nov 30, 2022","2.225","2.250","2.264","2.206","0.73%"
"Nov 29, 2022","2.209","2.230","2.252","2.168","-3.33%"
"Nov 28, 2022","2.285","2.221","2.329","2.200","0.98%"
"Nov 25, 2022","2.263","2.174","2.280","2.156","5.75%"
"Nov 24, 2022","2.140","2.151","2.173","2.086","-3.23%"
"Nov 23, 2022","2.211","2.282","2.316","2.189","-2.12%"
"Nov 22, 2022","2.259","2.300","2.328","2.251","-1.10%"
"Nov 21, 2022","2.284","2.307","2.361","2.246","-1.43%"
"Nov 18, 2022","2.318","2.314","2.399","2.281","-0.43%"
"Nov 17, 2022","2.328","2.257","2.352","2.235","1.41%"
"Nov 16, 2022","2.295","2.404","2.428","2.275","-4.17%"
"Nov 15, 2022","2.395","2.422","2.446","2.337","-1.11%"
"Nov 14, 2022","2.422","2.451","2.465","2.379","-1.14%"
"Nov 11, 2022","2.450","2.332","2.454","2.321","6.85%"
"Nov 10, 2022","2.293","2.451","2.486","2.257","-6.41%"
"Nov 09, 2022","2.450","2.500","2.552","2.445","-4.26%"
"Nov 08, 2022","2.559","2.633","2.665","2.527","-2.59%"
"Nov 07, 2022","2.627","2.627","2.640","2.539","1.47%"
"Nov 04, 2022","2.589","2.522","2.610","2.481","2.41%"
"Nov 03, 2022","2.528","2.556","2.602","2.510","3.86%"
"Nov 02, 2022","2.434","2.421","2.461","2.405","-0.12%"
"Nov 01, 2022","2.437","2.413","2.458","2.323","0.00%"
"Oct 31, 2022","2.437","2.381","2.461","2.374","2.96%"
"Oct 28, 2022","2.367","2.316","2.436","2.297","5.48%"
"Oct 27, 2022","2.244","2.454","2.507","2.241","-7.04%"
"Oct 26, 2022","2.414","2.449","2.520","2.405","-2.19%"
"Oct 25, 2022","2.468","2.551","2.591","2.449","-6.30%"
"Oct 24, 2022","2.634","2.642","2.731","2.595","-3.45%"
"Oct 21, 2022","2.728","2.790","2.850","2.713","0.22%"
"Oct 20, 2022","2.722","2.766","2.786","2.684","0.48%"
"Oct 19, 2022","2.709","2.629","2.710","2.621","4.27%"
"Oct 18, 2022","2.598","2.607","2.682","2.537","0.35%"
"Oct 17, 2022","2.589","2.618","2.618","2.537","-3.43%"
"Oct 14, 2022","2.681","2.487","2.698","2.483","2.76%"
"Oct 13, 2022","2.609","2.667","2.753","2.551","-2.72%"
"Oct 12, 2022","2.682","2.667","2.753","2.637","1.98%"
"Oct 11, 2022","2.630","2.648","2.707","2.607","-1.39%"
"Oct 10, 2022","2.667","2.522","2.677","2.459","6.00%"
"Oct 07, 2022","2.516","2.470","2.543","2.438","4.53%"
"Oct 06, 2022","2.407","2.372","2.437","2.330","2.21%"
"Oct 05, 2022","2.355","2.230","2.364","2.221","6.95%"
"Oct 04, 2022","2.202","2.161","2.223","2.092","-1.12%"
"Oct 03, 2022","2.227","2.451","2.478","2.209","-8.32%"
"Sep 30, 2022","2.429","2.454","2.484","2.374","-3.42%"
"Sep 29, 2022","2.515","2.506","2.615","2.500","1.90%"
"Sep 28, 2022","2.468","2.602","2.677","2.447","-2.87%"
"Sep 27, 2022","2.541","2.466","2.581","2.361","5.48%"
"Sep 26, 2022","2.409","2.433","2.446","2.373","2.73%"
"Sep 23, 2022","2.345","2.276","2.421","2.219","2.76%"
"Sep 22, 2022","2.282","2.237","2.308","2.137","4.06%"
"Sep 21, 2022","2.193","2.198","2.218","2.148","-2.32%"
"Sep 20, 2022","2.245","2.133","2.261","2.120","6.40%"
"Sep 19, 2022","2.110","2.050","2.125","2.046","2.78%"
"Sep 17, 2022","2.053","2.053","2.053","2.053","-0.29%"
"Sep 16, 2022","2.059","2.096","2.111","2.049","-0.10%"
"Sep 15, 2022","2.061","2.073","2.079","2.007","2.08%"
"Sep 14, 2022","2.019","2.022","2.095","2.000","-0.88%"
