"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","6.734","6.764","6.815","6.716","0.01%"
"Dec 22, 2022","6.733","6.589","6.762","6.543","1.89%"
"Dec 21, 2022","6.608","6.793","6.829","6.587","-2.69%"
"Dec 20, 2022","6.791","6.815","6.950","6.787","-0.37%"
"Dec 19, 2022","6.816","6.692","6.908","6.692","1.84%"
"Dec 16, 2022","6.693","6.546","6.781","6.546","2.32%"
"Dec 15, 2022","6.541","6.449","6.584","6.412","1.47%"
"Dec 14, 2022","6.446","6.485","6.498","6.374","-0.62%"
"Dec 13, 2022","6.486","6.616","6.753","6.448","-1.71%"
"Dec 12, 2022","6.599","6.486","6.622","6.475","1.85%"
"Dec 09, 2022","6.479","6.539","6.572","6.378","-0.05%"
"Dec 08, 2022","6.482","6.539","6.572","6.378","-0.86%"
"Dec 07, 2022","6.538","6.634","6.675","6.531","-1.43%"
"Dec 06, 2022","6.633","6.716","6.785","6.594","-1.22%"
"Dec 05, 2022","6.715","6.409","6.742","6.405","4.69%"
"Dec 02, 2022","6.414","6.428","6.450","6.304","-0.56%"
"Dec 01, 2022","6.450","6.495","6.502","6.378","-2.51%"
"Nov 30, 2022","6.616","6.788","6.792","6.583","-1.85%"
"Nov 29, 2022","6.741","6.724","6.785","6.644","-0.96%"
"Nov 28, 2022","6.806","6.879","6.881","6.785","-1.42%"
"Nov 25, 2022","6.904","6.712","6.973","6.712","3.34%"
"Nov 24, 2022","6.681","6.783","6.798","6.648","-2.30%"
"Nov 23, 2022","6.838","6.968","7.033","6.816","-0.52%"
"Nov 22, 2022","6.874","7.084","7.100","6.796","-2.44%"
"Nov 21, 2022","7.046","7.073","7.183","6.996","-0.06%"
"Nov 18, 2022","7.050","7.359","7.359","7.013","-1.96%"
"Nov 17, 2022","7.191","7.000","7.264","7.000","2.22%"
"Nov 16, 2022","7.035","7.003","7.322","6.967","0.63%"
"Nov 15, 2022","6.991","7.290","7.302","6.903","-4.06%"
"Nov 14, 2022","7.287","7.216","7.328","7.109","1.41%"
"Nov 11, 2022","7.186","7.186","7.186","7.186","-0.48%"
"Nov 10, 2022","7.220","7.643","7.643","7.220","-6.23%"
"Nov 09, 2022","7.700","7.745","7.745","7.685","-1.56%"
"Nov 08, 2022","7.822","7.998","8.060","7.808","-1.89%"
"Nov 07, 2022","7.973","8.283","8.283","7.927","-2.99%"
"Nov 04, 2022","8.219","8.268","8.322","8.198","-1.70%"
"Nov 03, 2022","8.361","8.552","8.675","8.288","0.00%"
"Nov 02, 2022","8.361","8.390","8.447","8.285","0.45%"
"Nov 01, 2022","8.323","8.340","8.340","8.323","-0.83%"
"Oct 31, 2022","8.393","8.166","8.436","8.166","2.80%"
"Oct 28, 2022","8.164","8.047","8.336","7.898","3.15%"
"Oct 27, 2022","7.915","8.001","8.280","7.896","-1.01%"
"Oct 26, 2022","7.996","8.032","8.091","7.895","-0.71%"
"Oct 25, 2022","8.053","8.094","8.214","8.053","-3.21%"
"Oct 24, 2022","8.320","8.762","8.762","8.310","-5.03%"
"Oct 21, 2022","8.761","8.782","9.127","8.751","1.48%"
"Oct 20, 2022","8.633","8.496","8.634","8.394","3.46%"
"Oct 19, 2022","8.344","8.236","8.512","8.232","1.97%"
"Oct 18, 2022","8.183","8.098","8.276","8.098","2.54%"
"Oct 17, 2022","7.980","7.768","8.017","7.746","3.11%"
"Oct 14, 2022","7.739","7.706","7.868","7.592","-1.09%"
"Oct 13, 2022","7.824","7.918","8.260","7.819","-4.46%"
"Oct 12, 2022","8.189","7.918","8.233","7.856","4.46%"
"Oct 11, 2022","7.839","7.596","7.889","7.549","4.37%"
"Oct 10, 2022","7.511","7.358","7.589","7.341","1.83%"
"Oct 07, 2022","7.376","7.295","7.480","7.279","2.47%"
"Oct 06, 2022","7.198","7.115","7.266","7.036","0.93%"
"Oct 05, 2022","7.132","6.974","7.151","6.863","3.42%"
"Oct 04, 2022","6.896","6.964","6.992","6.825","-1.43%"
"Oct 03, 2022","6.996","7.232","7.276","6.995","-2.35%"
"Sep 30, 2022","7.164","7.283","7.324","7.104","-1.61%"
"Sep 29, 2022","7.281","7.097","7.384","7.097","3.38%"
"Sep 28, 2022","7.043","7.148","7.202","6.997","2.01%"
"Sep 27, 2022","6.904","6.834","6.907","6.697","1.40%"
"Sep 26, 2022","6.809","6.570","6.850","6.570","5.27%"
"Sep 23, 2022","6.468","6.248","6.469","6.158","4.31%"
"Sep 22, 2022","6.201","6.223","6.255","6.154","1.03%"
"Sep 21, 2022","6.138","6.180","6.180","6.080","-0.84%"
"Sep 20, 2022","6.190","6.238","6.252","6.176","1.01%"
"Sep 19, 2022","6.128","6.116","6.154","6.116","0.05%"
"Sep 16, 2022","6.125","6.126","6.236","6.117","-0.37%"
"Sep 15, 2022","6.148","6.004","6.148","5.988","3.02%"
"Sep 14, 2022","5.968","5.916","6.032","5.858","1.96%"
