"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","2.929","2.900","2.966","2.891","1.14%"
"Dec 22, 2022","2.896","2.832","2.926","2.806","1.97%"
"Dec 21, 2022","2.840","2.840","2.848","2.791","-0.07%"
"Dec 20, 2022","2.842","2.816","2.857","2.791","4.41%"
"Dec 19, 2022","2.722","2.671","2.744","2.671","1.99%"
"Dec 16, 2022","2.669","2.635","2.742","2.634","3.45%"
"Dec 15, 2022","2.580","2.473","2.624","2.391","6.44%"
"Dec 14, 2022","2.424","2.369","2.484","2.361","1.30%"
"Dec 13, 2022","2.393","2.439","2.460","2.309","-0.87%"
"Dec 12, 2022","2.414","2.403","2.424","2.341","0.92%"
"Dec 09, 2022","2.392","2.291","2.421","2.289","4.77%"
"Dec 08, 2022","2.283","2.247","2.312","2.225","1.87%"
"Dec 07, 2022","2.241","2.212","2.305","2.193","-0.36%"
"Dec 06, 2022","2.249","2.334","2.343","2.235","-3.27%"
"Dec 05, 2022","2.325","2.330","2.354","2.272","1.17%"
"Dec 02, 2022","2.298","2.266","2.339","2.217","1.41%"
"Dec 01, 2022","2.266","2.313","2.359","2.257","-5.86%"
"Nov 30, 2022","2.407","2.408","2.457","2.390","-5.36%"
"Nov 29, 2022","2.543","2.553","2.600","2.507","-3.18%"
"Nov 28, 2022","2.627","2.544","2.661","2.533","7.74%"
"Nov 25, 2022","2.438","2.299","2.459","2.299","6.18%"
"Nov 24, 2022","2.296","2.323","2.342","2.257","-3.65%"
"Nov 23, 2022","2.383","2.472","2.510","2.353","-2.69%"
"Nov 22, 2022","2.449","2.474","2.509","2.434","-0.45%"
"Nov 21, 2022","2.460","2.476","2.530","2.420","-0.79%"
"Nov 19, 2022","2.480","2.480","2.480","2.480","-0.38%"
"Nov 18, 2022","2.489","2.480","2.581","2.459","-0.68%"
"Nov 17, 2022","2.506","2.470","2.541","2.431","0.68%"
"Nov 16, 2022","2.489","2.611","2.618","2.473","-4.53%"
"Nov 15, 2022","2.607","2.651","2.678","2.547","-1.73%"
"Nov 14, 2022","2.653","2.668","2.690","2.608","-0.60%"
"Nov 11, 2022","2.669","2.528","2.680","2.516","6.63%"
"Nov 10, 2022","2.503","2.671","2.720","2.476","-6.88%"
"Nov 09, 2022","2.688","2.861","2.908","2.680","-3.86%"
"Nov 08, 2022","2.796","2.861","2.908","2.763","-2.31%"
"Nov 07, 2022","2.862","2.848","2.886","2.789","0.74%"
"Nov 04, 2022","2.841","2.794","2.860","2.734","2.30%"
"Nov 03, 2022","2.777","2.811","2.834","2.748","3.93%"
"Nov 02, 2022","2.672","2.672","2.708","2.647","-0.04%"
"Nov 01, 2022","2.673","2.655","2.698","2.558","-0.45%"
"Oct 31, 2022","2.685","2.631","2.705","2.621","3.03%"
"Oct 28, 2022","2.606","2.497","2.675","2.483","5.98%"
"Oct 27, 2022","2.459","2.675","2.755","2.454","-7.97%"
"Oct 26, 2022","2.672","2.716","2.753","2.644","-0.74%"
"Oct 25, 2022","2.692","2.792","2.819","2.684","-6.10%"
"Oct 24, 2022","2.867","2.880","2.992","2.835","-4.05%"
"Oct 21, 2022","2.988","3.032","3.092","2.964","1.15%"
"Oct 20, 2022","2.954","2.999","3.034","2.910","-0.03%"
"Oct 19, 2022","2.955","2.879","2.959","2.867","3.58%"
"Oct 18, 2022","2.853","2.833","2.950","2.793","0.07%"
"Oct 17, 2022","2.851","2.896","2.913","2.806","-3.09%"
"Oct 14, 2022","2.942","2.788","2.964","2.737","2.51%"
"Oct 13, 2022","2.870","2.932","3.023","2.812","-2.84%"
"Oct 12, 2022","2.954","2.911","3.029","2.883","2.25%"
"Oct 11, 2022","2.889","2.897","2.972","2.865","-0.62%"
"Oct 10, 2022","2.907","2.804","2.934","2.747","3.97%"
"Oct 07, 2022","2.796","2.739","2.825","2.717","4.06%"
"Oct 06, 2022","2.687","2.627","2.716","2.601","1.90%"
"Oct 05, 2022","2.637","2.478","2.651","2.471","6.50%"
"Oct 04, 2022","2.476","2.481","2.497","2.366","-0.68%"
"Oct 03, 2022","2.493","2.722","2.774","2.484","-8.38%"
"Sep 30, 2022","2.721","2.771","2.783","2.672","-3.20%"
"Sep 29, 2022","2.811","2.814","2.902","2.773","1.96%"
"Sep 28, 2022","2.757","2.859","2.954","2.735","-2.61%"
"Sep 27, 2022","2.831","2.732","2.862","2.646","4.97%"
"Sep 26, 2022","2.697","2.679","2.723","2.641","3.61%"
"Sep 23, 2022","2.603","2.537","2.675","2.468","2.84%"
"Sep 22, 2022","2.531","2.457","2.558","2.378","3.64%"
"Sep 21, 2022","2.442","2.439","2.465","2.395","-1.93%"
"Sep 20, 2022","2.490","2.357","2.507","2.355","5.96%"
"Sep 19, 2022","2.350","2.317","2.375","2.289","2.09%"
"Sep 17, 2022","2.302","2.302","2.302","2.302","0.04%"
"Sep 16, 2022","2.301","2.366","2.369","2.295","0.13%"
"Sep 15, 2022","2.298","2.298","2.328","2.250","1.50%"
"Sep 14, 2022","2.264","2.270","2.348","2.244","-1.14%"
