"Date","Price","Open","High","Low","Change %"
"Dec 24, 2022","9.199","9.199","9.199","9.199","3.71%"
"Dec 23, 2022","8.870","8.940","8.940","8.890","0.57%"
"Dec 22, 2022","8.820","8.825","8.840","8.825","0.11%"
"Dec 21, 2022","8.810","8.853","8.853","8.830","-0.45%"
"Dec 20, 2022","8.850","8.880","8.896","8.870","0.91%"
"Dec 19, 2022","8.770","8.823","8.828","8.790","-3.16%"
"Dec 17, 2022","9.057","9.057","9.057","9.057","3.50%"
"Dec 16, 2022","8.750","8.830","8.830","8.770","-0.11%"
"Dec 15, 2022","8.760","8.832","8.832","8.780","-0.11%"
"Dec 14, 2022","8.770","8.765","8.790","8.760","0.11%"
"Dec 13, 2022","8.760","8.775","8.840","8.775","-5.53%"
"Dec 10, 2022","9.273","9.273","9.273","9.273","4.02%"
"Dec 09, 2022","8.915","8.960","8.995","8.960","-0.50%"
"Dec 08, 2022","8.960","8.932","8.980","8.932","0.11%"
"Dec 07, 2022","8.950","9.017","9.017","8.970","-1.54%"
"Dec 06, 2022","9.090","9.086","9.110","9.086","0.22%"
"Dec 05, 2022","9.070","9.010","9.090","9.007","-2.05%"
"Dec 03, 2022","9.260","9.260","9.260","9.260","4.40%"
"Dec 02, 2022","8.870","9.005","9.005","8.950","-1.55%"
"Dec 01, 2022","9.010","9.045","9.045","9.030","-1.96%"
"Nov 30, 2022","9.190","9.337","9.340","9.210","-0.76%"
"Nov 29, 2022","9.260","9.248","9.280","9.248","0.76%"
"Nov 28, 2022","9.190","9.180","9.210","9.180","-2.75%"
"Nov 26, 2022","9.450","9.450","9.450","9.450","3.73%"
"Nov 25, 2022","9.110","9.139","9.139","9.130","0.44%"
"Nov 24, 2022","9.070","9.158","9.158","9.090","-0.55%"
"Nov 23, 2022","9.120","9.135","9.145","9.135","-0.11%"
"Nov 22, 2022","9.130","9.198","9.198","9.150","-0.81%"
"Nov 18, 2022","9.205","9.260","9.285","9.253","-0.27%"
"Nov 17, 2022","9.230","9.247","9.250","9.243","1.54%"
"Nov 16, 2022","9.090","9.120","9.120","9.108","-0.55%"
"Nov 15, 2022","9.140","9.210","9.210","9.160","-0.65%"
"Nov 14, 2022","9.200","9.217","9.220","9.217","-3.43%"
"Nov 12, 2022","9.527","9.527","9.527","9.527","3.89%"
"Nov 11, 2022","9.170","9.190","9.190","9.190","-0.86%"
"Nov 10, 2022","9.250","9.270","9.270","9.270","-3.55%"
"Nov 09, 2022","9.590","9.663","9.663","9.610","-1.44%"
"Nov 08, 2022","9.730","9.776","9.776","9.750","-0.82%"
"Nov 07, 2022","9.810","9.818","9.830","9.818","-3.63%"
"Nov 05, 2022","10.179","10.179","10.179","10.179","3.97%"
"Nov 04, 2022","9.790","9.835","9.835","9.810","-0.51%"
"Nov 03, 2022","9.840","9.900","9.900","9.860","-3.45%"
"Nov 02, 2022","10.191","10.191","10.191","10.191","3.99%"
"Nov 01, 2022","9.800","9.840","9.840","9.820","-0.41%"
"Oct 31, 2022","9.840","9.850","9.860","9.835","-2.66%"
"Oct 29, 2022","10.109","10.109","10.109","10.109","3.90%"
"Oct 28, 2022","9.730","9.725","9.763","9.720","0.31%"
"Oct 27, 2022","9.700","9.725","9.725","9.720","-0.61%"
"Oct 26, 2022","9.760","9.801","9.801","9.780","-0.81%"
"Oct 25, 2022","9.840","9.875","9.875","9.860","-0.91%"
"Oct 24, 2022","9.930","9.952","9.952","9.943","-3.77%"
"Oct 22, 2022","10.318","10.318","10.318","10.318","4.12%"
"Oct 21, 2022","9.910","9.975","9.975","9.930","-0.20%"
"Oct 20, 2022","9.930","9.930","9.950","9.930","0.51%"
"Oct 19, 2022","9.880","9.910","9.930","9.900","0.51%"
"Oct 18, 2022","9.830","9.844","9.850","9.844","0.20%"
"Oct 17, 2022","9.810","9.837","9.837","9.830","-4.17%"
"Oct 15, 2022","10.237","10.237","10.237","10.237","3.93%"
"Oct 14, 2022","9.850","9.810","9.870","9.810","0.51%"
"Oct 13, 2022","9.800","9.878","9.878","9.820","0.51%"
"Oct 12, 2022","9.750","9.813","9.813","9.770","0.00%"
"Oct 11, 2022","9.750","9.778","9.790","9.770","0.05%"
"Oct 10, 2022","9.745","9.773","9.773","9.765","0.98%"
"Oct 07, 2022","9.650","9.720","9.720","9.670","0.63%"
"Oct 06, 2022","9.590","9.682","9.682","9.610","0.00%"
"Oct 05, 2022","9.590","9.608","9.610","9.588","0.84%"
"Oct 04, 2022","9.510","9.529","9.540","9.529","-0.21%"
"Oct 03, 2022","9.530","9.520","9.550","9.520","-4.94%"
"Oct 01, 2022","10.026","10.026","10.026","10.026","4.11%"
"Sep 30, 2022","9.630","9.660","9.660","9.650","-0.52%"
"Sep 29, 2022","9.680","9.733","9.733","9.700","0.52%"
"Sep 28, 2022","9.630","9.743","9.754","9.650","-2.03%"
"Sep 27, 2022","9.830","9.850","9.850","9.850","2.58%"
"Sep 26, 2022","9.583","9.650","9.650","9.650","-2.37%"
"Sep 24, 2022","9.816","9.816","9.816","9.816","3.98%"
"Sep 23, 2022","9.440","9.472","9.472","9.445","1.12%"
"Sep 22, 2022","9.335","9.386","9.386","9.355","0.54%"
"Sep 21, 2022","9.285","9.327","9.327","9.305","-0.05%"
"Sep 20, 2022","9.290","9.310","9.310","9.305","1.03%"
"Sep 19, 2022","9.195","9.215","9.215","9.215","-3.33%"
"Sep 16, 2022","9.512","9.512","9.512","9.512","3.84%"
"Sep 15, 2022","9.160","9.172","9.183","9.172","0.99%"
"Sep 14, 2022","9.070","9.085","9.090","9.084","0.67%"
