"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","3.204","3.189","3.231","3.157","0.85%"
"Dec 22, 2022","3.177","3.110","3.203","3.068","2.15%"
"Dec 21, 2022","3.110","3.081","3.143","3.042","1.97%"
"Dec 20, 2022","3.050","3.011","3.083","2.976","3.04%"
"Dec 19, 2022","2.960","2.949","2.996","2.919","-0.84%"
"Dec 16, 2022","2.985","2.959","3.058","2.947","0.91%"
"Dec 15, 2022","2.958","2.876","3.003","2.831","3.17%"
"Dec 14, 2022","2.867","2.822","2.958","2.822","1.24%"
"Dec 13, 2022","2.832","2.814","2.875","2.784","0.71%"
"Dec 12, 2022","2.812","2.910","2.915","2.785","-3.43%"
"Dec 09, 2022","2.912","2.960","2.963","2.859","-2.51%"
"Dec 08, 2022","2.987","3.013","3.018","2.912","0.84%"
"Dec 07, 2022","2.962","3.008","3.078","2.960","-2.79%"
"Dec 06, 2022","3.047","3.163","3.163","3.017","-2.53%"
"Dec 05, 2022","3.126","3.120","3.173","3.056","-0.22%"
"Dec 02, 2022","3.133","3.172","3.183","3.067","-0.29%"
"Dec 01, 2022","3.142","3.093","3.172","3.060","-0.73%"
"Nov 30, 2022","3.165","3.215","3.218","3.114","0.09%"
"Nov 29, 2022","3.162","3.218","3.218","3.104","-1.53%"
"Nov 28, 2022","3.211","3.186","3.244","3.134","1.10%"
"Nov 25, 2022","3.176","3.102","3.208","3.097","2.68%"
"Nov 24, 2022","3.093","3.142","3.169","3.061","-3.01%"
"Nov 23, 2022","3.189","3.317","3.333","3.177","-2.66%"
"Nov 22, 2022","3.276","3.320","3.348","3.259","0.52%"
"Nov 21, 2022","3.259","3.281","3.323","3.234","0.06%"
"Nov 18, 2022","3.257","3.243","3.363","3.228","0.99%"
"Nov 17, 2022","3.225","3.120","3.263","3.091","3.27%"
"Nov 16, 2022","3.123","3.223","3.233","3.103","-2.68%"
"Nov 15, 2022","3.209","3.324","3.348","3.181","-2.88%"
"Nov 14, 2022","3.304","3.385","3.403","3.302","-1.37%"
"Nov 11, 2022","3.350","3.300","3.413","3.286","2.45%"
"Nov 10, 2022","3.270","3.473","3.528","3.270","-5.30%"
"Nov 09, 2022","3.453","3.548","3.548","3.453","-2.01%"
"Nov 08, 2022","3.524","3.539","3.628","3.514","0.86%"
"Nov 07, 2022","3.494","3.533","3.548","3.424","0.69%"
"Nov 04, 2022","3.470","3.526","3.526","3.438","-0.97%"
"Nov 03, 2022","3.504","3.503","3.548","3.395","2.40%"
"Nov 02, 2022","3.422","3.548","3.548","3.412","-1.86%"
"Nov 01, 2022","3.487","3.548","3.548","3.412","-1.27%"
"Oct 31, 2022","3.532","3.627","3.644","3.511","-1.70%"
"Oct 28, 2022","3.593","3.587","3.670","3.510","0.76%"
"Oct 27, 2022","3.566","3.678","3.698","3.547","-2.35%"
"Oct 26, 2022","3.652","3.678","3.758","3.640","-0.63%"
"Oct 25, 2022","3.675","3.717","3.753","3.659","-2.36%"
"Oct 24, 2022","3.764","3.738","3.783","3.690","-0.92%"
"Oct 21, 2022","3.799","3.777","3.848","3.765","0.90%"
"Oct 20, 2022","3.765","3.766","3.775","3.665","1.81%"
"Oct 19, 2022","3.698","3.701","3.738","3.669","2.30%"
"Oct 18, 2022","3.615","3.650","3.696","3.584","0.25%"
"Oct 17, 2022","3.606","3.666","3.667","3.550","-1.07%"
"Oct 14, 2022","3.645","3.603","3.662","3.581","-2.17%"
"Oct 13, 2022","3.726","3.721","3.792","3.641","-1.19%"
"Oct 12, 2022","3.771","3.696","3.818","3.646","2.64%"
"Oct 11, 2022","3.674","3.674","3.708","3.626","3.23%"
"Oct 10, 2022","3.559","3.543","3.578","3.417","1.98%"
"Oct 07, 2022","3.490","3.589","3.595","3.453","-0.23%"
"Oct 06, 2022","3.498","3.441","3.498","3.411","1.60%"
"Oct 05, 2022","3.443","3.382","3.452","3.348","3.74%"
"Oct 04, 2022","3.319","3.263","3.348","3.187","-0.12%"
"Oct 03, 2022","3.323","3.380","3.395","3.302","0.33%"
"Sep 30, 2022","3.312","3.342","3.345","3.265","-2.24%"
"Sep 29, 2022","3.388","3.439","3.488","3.380","-2.31%"
"Sep 28, 2022","3.468","3.597","3.633","3.402","-3.21%"
"Sep 27, 2022","3.583","3.602","3.602","3.463","1.27%"
"Sep 26, 2022","3.538","3.510","3.578","3.465","3.30%"
"Sep 23, 2022","3.425","3.381","3.578","3.308","2.64%"
"Sep 22, 2022","3.337","3.458","3.458","3.251","-1.94%"
"Sep 21, 2022","3.403","3.415","3.415","3.340","-2.02%"
"Sep 20, 2022","3.473","3.395","3.483","3.393","2.06%"
"Sep 19, 2022","3.403","3.373","3.418","3.337","0.29%"
"Sep 16, 2022","3.393","3.423","3.423","3.322","1.56%"
"Sep 15, 2022","3.341","3.356","3.423","3.327","-0.54%"
"Sep 14, 2022","3.359","3.355","3.438","3.329","0.03%"
