"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","4.534","4.527","4.548","4.508","0.49%"
"Dec 22, 2022","4.512","4.470","4.512","4.443","1.14%"
"Dec 21, 2022","4.461","4.442","4.484","4.432","0.27%"
"Dec 20, 2022","4.449","4.327","4.449","4.327","2.54%"
"Dec 19, 2022","4.339","4.367","4.372","4.302","0.74%"
"Dec 16, 2022","4.307","4.255","4.423","4.219","3.93%"
"Dec 15, 2022","4.144","4.036","4.150","3.947","2.75%"
"Dec 14, 2022","4.033","3.987","4.062","3.967","2.08%"
"Dec 13, 2022","3.951","3.979","4.039","3.937","-0.15%"
"Dec 12, 2022","3.957","4.012","4.025","3.950","-0.63%"
"Dec 09, 2022","3.982","3.877","3.983","3.852","4.68%"
"Dec 08, 2022","3.804","3.738","3.804","3.701","2.51%"
"Dec 07, 2022","3.711","3.764","3.764","3.662","-2.19%"
"Dec 06, 2022","3.794","3.892","3.893","3.793","-2.04%"
"Dec 05, 2022","3.873","3.887","3.897","3.851","0.03%"
"Dec 02, 2022","3.872","3.884","3.910","3.789","-0.56%"
"Dec 01, 2022","3.894","4.181","4.184","3.888","-6.53%"
"Nov 30, 2022","4.166","4.248","4.254","4.120","0.14%"
"Nov 29, 2022","4.160","4.248","4.254","4.120","-1.47%"
"Nov 28, 2022","4.222","4.182","4.236","4.147","1.13%"
"Nov 25, 2022","4.175","4.097","4.175","4.082","2.28%"
"Nov 24, 2022","4.082","4.202","4.207","4.053","-2.51%"
"Nov 23, 2022","4.187","4.253","4.276","4.187","-1.25%"
"Nov 22, 2022","4.240","4.280","4.296","4.237","0.00%"
"Nov 21, 2022","4.240","4.302","4.304","4.235","-0.73%"
"Nov 18, 2022","4.271","4.289","4.347","4.250","-0.51%"
"Nov 17, 2022","4.293","4.262","4.298","4.233","0.66%"
"Nov 16, 2022","4.265","4.286","4.300","4.253","-0.09%"
"Nov 15, 2022","4.269","4.359","4.373","4.252","-1.39%"
"Nov 14, 2022","4.329","4.544","4.544","4.321","-4.02%"
"Nov 12, 2022","4.510","4.510","4.510","4.510","0.06%"
"Nov 11, 2022","4.508","4.411","4.599","4.411","-0.09%"
"Nov 10, 2022","4.512","4.673","4.673","4.510","-4.06%"
"Nov 09, 2022","4.703","4.725","4.728","4.646","-0.40%"
"Nov 08, 2022","4.722","4.729","4.798","4.722","-0.36%"
"Nov 07, 2022","4.739","4.721","4.758","4.712","1.07%"
"Nov 04, 2022","4.689","4.678","4.716","4.631","0.75%"
"Nov 03, 2022","4.654","4.590","4.691","4.590","1.79%"
"Nov 02, 2022","4.572","4.604","4.609","4.566","-0.07%"
"Nov 01, 2022","4.575","4.611","4.639","4.528","-0.33%"
"Oct 31, 2022","4.590","4.491","4.663","4.481","2.55%"
"Oct 28, 2022","4.476","4.390","4.477","4.333","-1.24%"
"Oct 27, 2022","4.532","4.674","4.709","4.518","-2.93%"
"Oct 26, 2022","4.669","4.709","4.711","4.637","-0.38%"
"Oct 25, 2022","4.687","4.854","4.855","4.683","-3.54%"
"Oct 24, 2022","4.859","5.104","5.104","4.840","-4.31%"
"Oct 21, 2022","5.078","5.074","5.124","5.074","0.63%"
"Oct 20, 2022","5.046","5.068","5.122","5.019","-0.10%"
"Oct 19, 2022","5.051","4.986","5.088","4.986","1.41%"
"Oct 18, 2022","4.981","4.933","5.098","4.916","1.16%"
"Oct 17, 2022","4.924","4.942","4.952","4.881","2.37%"
"Oct 14, 2022","4.810","4.911","4.911","4.792","-2.51%"
"Oct 13, 2022","4.934","5.029","5.029","4.811","-1.73%"
"Oct 12, 2022","5.021","4.951","5.034","4.925","1.27%"
"Oct 11, 2022","4.958","4.919","5.008","4.871","1.08%"
"Oct 10, 2022","4.905","4.836","4.937","4.808","1.95%"
"Oct 07, 2022","4.811","4.760","4.815","4.738","1.63%"
"Oct 06, 2022","4.734","4.699","4.736","4.695","1.83%"
"Oct 05, 2022","4.649","4.646","4.724","4.583","0.22%"
"Oct 04, 2022","4.639","4.767","4.767","4.579","-4.19%"
"Oct 03, 2022","4.842","4.869","4.939","4.816","0.29%"
"Sep 30, 2022","4.828","4.948","4.948","4.825","-1.95%"
"Sep 29, 2022","4.924","4.868","4.964","4.868","-0.28%"
"Sep 28, 2022","4.938","4.941","5.089","4.895","1.73%"
"Sep 27, 2022","4.854","4.721","4.858","4.721","3.72%"
"Sep 26, 2022","4.680","4.601","4.732","4.601","3.08%"
"Sep 23, 2022","4.540","4.514","4.670","4.479","1.41%"
"Sep 22, 2022","4.477","4.473","4.518","4.392","0.52%"
"Sep 21, 2022","4.454","4.479","4.479","4.405","-0.60%"
"Sep 20, 2022","4.481","4.482","4.544","4.444","0.38%"
"Sep 19, 2022","4.464","4.303","4.474","4.241","4.06%"
"Sep 16, 2022","4.290","4.255","4.301","4.247","1.56%"
"Sep 15, 2022","4.224","4.272","4.275","4.199","-1.33%"
"Sep 14, 2022","4.281","4.253","4.351","4.231","1.30%"
