"Date","Price","Open","High","Low","Change %"
"Nov 18, 2022","3.2380","3.1900","3.3010","3.1900","1.28%"
"Nov 17, 2022","3.1970","3.1030","3.2680","3.0900","1.59%"
"Nov 16, 2022","3.1470","3.3200","3.3340","3.1230","-4.55%"
"Nov 15, 2022","3.2970","3.3450","3.4020","3.2900","-1.55%"
"Nov 14, 2022","3.3490","3.3620","3.4020","3.2850","-0.15%"
"Nov 11, 2022","3.3540","3.3450","3.3710","3.2830","1.95%"
"Nov 10, 2022","3.2900","3.4500","3.4930","3.2430","-4.58%"
"Nov 09, 2022","3.4480","3.5160","3.5880","3.4320","-2.71%"
"Nov 08, 2022","3.5440","3.6410","3.6890","3.5370","-2.45%"
"Nov 07, 2022","3.6330","3.5970","3.6470","3.5120","2.31%"
"Nov 04, 2022","3.5510","3.4860","3.5960","3.4640","1.31%"
"Nov 03, 2022","3.5050","3.4970","3.5540","3.4230","3.12%"
"Nov 02, 2022","3.3990","3.4860","3.5360","3.3950","-1.68%"
"Nov 01, 2022","3.4570","3.4860","3.5360","3.4030","-1.87%"
"Oct 31, 2022","3.5230","3.4880","3.5710","3.4790","0.83%"
"Oct 28, 2022","3.4940","3.4300","3.5170","3.4160","2.55%"
"Oct 27, 2022","3.4070","3.5990","3.6280","3.3780","-4.81%"
"Oct 26, 2022","3.5790","3.5920","3.7000","3.5530","-1.57%"
"Oct 25, 2022","3.6360","3.6430","3.7340","3.5700","-2.88%"
"Oct 24, 2022","3.7440","3.8410","3.9340","3.7240","-7.05%"
"Oct 21, 2022","4.0280","3.9840","4.1300","3.9480","3.18%"
"Oct 20, 2022","3.9040","3.9470","4.0190","3.7540","0.85%"
"Oct 19, 2022","3.8710","4.0210","4.0340","3.8510","-1.83%"
"Oct 18, 2022","3.9430","3.9110","4.0970","3.8990","-0.95%"
"Oct 17, 2022","3.9810","4.1760","4.1780","3.9140","-9.87%"
"Oct 16, 2022","4.4170","4.4165","4.4170","4.4165","2.17%"
"Oct 14, 2022","4.3230","4.0180","4.3610","3.8990","3.32%"
"Oct 13, 2022","4.1840","4.4370","4.4590","4.0420","-5.19%"
"Oct 12, 2022","4.4130","4.5080","4.6320","4.4130","-0.83%"
"Oct 11, 2022","4.4500","4.4480","4.5210","4.3580","-0.49%"
"Oct 10, 2022","4.4720","4.2340","4.5450","4.2280","5.52%"
"Oct 07, 2022","4.2380","4.2060","4.2470","4.1790","1.63%"
"Oct 06, 2022","4.1700","4.0220","4.2430","4.0080","3.32%"
"Oct 05, 2022","4.0360","3.8970","4.0760","3.8970","4.67%"
"Oct 04, 2022","3.8560","3.8820","3.9280","3.7350","-2.28%"
"Oct 03, 2022","3.9460","4.0530","4.1080","3.8500","-4.34%"
"Oct 02, 2022","4.1250","4.1250","4.1250","4.1250","0.71%"
"Sep 30, 2022","4.0960","4.0810","4.1960","3.9920","-1.04%"
"Sep 29, 2022","4.1390","4.0330","4.2160","4.0330","3.27%"
"Sep 28, 2022","4.0080","4.5370","4.5820","3.9920","-10.95%"
"Sep 27, 2022","4.5010","4.1700","4.5410","4.0310","6.26%"
"Sep 26, 2022","4.2360","4.0720","4.2540","4.0380","10.18%"
"Sep 25, 2022","3.8445","3.8410","3.8445","3.8410","0.00%"
"Sep 24, 2022","3.8445","3.8445","3.8445","3.8445","0.59%"
"Sep 23, 2022","3.8220","3.4930","3.8430","3.4520","9.54%"
"Sep 22, 2022","3.4890","3.3260","3.5280","3.2390","5.31%"
"Sep 21, 2022","3.3130","3.2730","3.3450","3.2310","0.61%"
"Sep 20, 2022","3.2930","3.1790","3.3220","3.1680","4.42%"
"Sep 19, 2022","3.1535","3.1670","3.1670","3.1535","-0.41%"
"Sep 18, 2022","3.1665","3.1770","3.1770","3.1665","0.30%"
"Sep 17, 2022","3.1570","3.1570","3.1570","3.1570","0.77%"
"Sep 16, 2022","3.1330","3.1720","3.1870","3.1220","-1.01%"
"Sep 15, 2022","3.1650","3.1850","3.1950","3.1020","0.89%"
"Sep 14, 2022","3.1370","3.1250","3.2270","3.1110","-1.13%"
