"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","8.800","8.800","8.800","8.800","-0.56%"
"Dec 21, 2022","8.850","8.850","8.850","8.850","1.26%"
"Dec 20, 2022","8.740","8.740","8.740","8.740","1.98%"
"Dec 19, 2022","8.570","8.570","8.570","8.570","-0.35%"
"Dec 16, 2022","8.600","8.600","8.600","8.600","1.06%"
"Dec 15, 2022","8.510","8.510","8.510","8.510","-2.30%"
"Dec 14, 2022","8.710","8.710","8.710","8.710","0.81%"
"Dec 13, 2022","8.640","8.640","8.640","8.640","-7.79%"
"Dec 12, 2022","9.370","9.370","9.370","9.370","1.19%"
"Dec 09, 2022","9.260","9.260","9.260","9.260","4.28%"
"Dec 08, 2022","8.880","8.880","8.880","8.880","2.78%"
"Dec 07, 2022","8.640","8.640","8.640","8.640","-1.37%"
"Dec 06, 2022","8.760","8.760","8.760","8.760","4.78%"
"Dec 05, 2022","8.360","8.360","8.360","8.360","1.70%"
"Dec 02, 2022","8.220","8.220","8.220","8.220","-3.41%"
"Dec 01, 2022","8.510","8.510","8.510","8.510","2.16%"
"Nov 30, 2022","8.330","8.330","8.330","8.330","1.22%"
"Nov 29, 2022","8.230","8.230","8.230","8.230","0.12%"
"Nov 28, 2022","8.220","8.220","8.220","8.220","0.00%"
"Nov 25, 2022","8.220","8.220","8.220","8.220","-1.56%"
"Nov 24, 2022","8.350","8.350","8.350","8.350","5.30%"
"Nov 23, 2022","7.930","7.930","7.930","7.930","-1.25%"
"Nov 22, 2022","8.030","8.030","8.030","8.030","4.42%"
"Nov 21, 2022","7.690","7.690","7.690","7.690","-9.42%"
"Nov 18, 2022","8.490","8.490","8.490","8.490","-2.86%"
"Nov 17, 2022","8.740","8.740","8.740","8.740","0.81%"
"Nov 16, 2022","8.670","8.670","8.670","8.670","0.81%"
"Nov 15, 2022","8.600","8.600","8.600","8.600","-1.49%"
"Nov 14, 2022","8.730","8.730","8.730","8.730","3.56%"
"Nov 11, 2022","8.430","8.430","8.430","8.430","-10.41%"
"Nov 10, 2022","9.410","9.410","9.410","9.410","-5.62%"
"Nov 09, 2022","9.970","9.970","9.970","9.970","-1.38%"
"Nov 08, 2022","10.110","10.110","10.110","10.110","-0.49%"
"Nov 07, 2022","10.160","10.160","10.160","10.160","-4.15%"
"Nov 04, 2022","10.600","10.600","10.600","10.600","-0.84%"
"Nov 03, 2022","10.690","10.690","10.690","10.690","1.52%"
"Nov 02, 2022","10.530","10.530","10.530","10.530","2.93%"
"Oct 28, 2022","10.230","10.230","10.230","10.230","-0.49%"
"Oct 27, 2022","10.280","10.280","10.280","10.280","2.09%"
"Oct 26, 2022","10.070","10.070","10.070","10.070","-1.37%"
"Oct 25, 2022","10.210","10.210","10.210","10.210","-3.68%"
"Oct 24, 2022","10.600","10.600","10.600","10.600","-1.30%"
"Oct 21, 2022","10.740","10.740","10.740","10.740","-0.46%"
"Oct 20, 2022","10.790","10.790","10.790","10.790","0.28%"
"Oct 19, 2022","10.760","10.760","10.760","10.760","-0.92%"
"Oct 18, 2022","10.860","10.860","10.860","10.860","0.00%"
"Oct 17, 2022","10.860","10.860","10.860","10.860","-1.99%"
"Oct 14, 2022","11.080","11.080","11.080","11.080","3.45%"
"Oct 13, 2022","10.710","10.710","10.710","10.710","1.52%"
"Oct 12, 2022","10.550","10.550","10.550","10.550","1.34%"
"Oct 11, 2022","10.410","10.410","10.410","10.410","2.16%"
"Oct 10, 2022","10.190","10.190","10.190","10.190","1.49%"
"Oct 07, 2022","10.040","10.040","10.040","10.040","0.70%"
"Oct 06, 2022","9.970","9.970","9.970","9.970","1.12%"
"Oct 05, 2022","9.860","9.860","9.860","9.860","1.54%"
"Oct 04, 2022","9.710","9.710","9.710","9.710","-2.90%"
"Oct 03, 2022","10.000","10.000","10.000","10.000","0.81%"
"Sep 30, 2022","9.920","9.920","9.920","9.920","0.00%"
"Sep 29, 2022","9.920","9.920","9.920","9.920","0.71%"
"Sep 28, 2022","9.850","9.850","9.850","9.850","1.44%"
"Sep 27, 2022","9.710","9.710","9.710","9.710","-0.10%"
"Sep 26, 2022","9.720","9.720","9.720","9.720","3.62%"
"Sep 23, 2022","9.380","9.380","9.380","9.380","-0.32%"
"Sep 22, 2022","9.410","9.410","9.410","9.410","0.53%"
"Sep 21, 2022","9.360","9.360","9.360","9.360","1.30%"
"Sep 20, 2022","9.240","9.240","9.240","9.240","-1.28%"
"Sep 19, 2022","9.360","9.360","9.360","9.360","-0.21%"
"Sep 16, 2022","9.380","9.380","9.380","9.380","-0.21%"
"Sep 15, 2022","9.400","9.400","9.400","9.400","1.73%"
"Sep 14, 2022","9.240","9.240","9.240","9.240","1.65%"
