"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","6.939","6.939","7.189","6.925","0.03%"
"Dec 22, 2022","6.937","6.951","6.951","6.930","0.22%"
"Dec 21, 2022","6.922","6.958","6.958","6.922","-0.30%"
"Dec 20, 2022","6.943","7.042","7.042","6.943","0.01%"
"Dec 19, 2022","6.942","6.942","7.006","6.942","0.00%"
"Dec 16, 2022","6.942","6.892","7.134","6.892","1.15%"
"Dec 15, 2022","6.863","6.912","6.912","6.863","0.22%"
"Dec 14, 2022","6.848","6.869","6.918","6.848","-0.41%"
"Dec 13, 2022","6.876","6.931","6.931","6.862","-0.19%"
"Dec 12, 2022","6.889","6.910","6.966","6.889","-0.09%"
"Dec 09, 2022","6.895","7.035","7.043","6.895","0.52%"
"Dec 08, 2022","6.859","7.032","7.032","6.859","0.00%"
"Dec 07, 2022","6.859","6.866","7.205","6.831","0.12%"
"Dec 06, 2022","6.851","6.927","6.927","6.851","0.60%"
"Dec 05, 2022","6.810","6.906","6.906","6.810","0.12%"
"Dec 02, 2022","6.802","6.878","7.375","6.802","-0.50%"
"Dec 01, 2022","6.836","6.822","6.890","6.822","-0.39%"
"Nov 30, 2022","6.863","6.910","6.910","6.863","-0.09%"
"Nov 29, 2022","6.869","6.869","7.369","6.869","0.10%"
"Nov 28, 2022","6.862","7.367","7.367","6.862","0.01%"
"Nov 25, 2022","6.861","6.956","6.956","6.861","0.01%"
"Nov 24, 2022","6.860","6.955","6.955","6.860","-0.58%"
"Nov 23, 2022","6.900","6.920","6.920","6.886","0.20%"
"Nov 22, 2022","6.886","6.953","6.953","6.879","-0.19%"
"Nov 21, 2022","6.899","6.906","6.912","6.872","0.10%"
"Nov 18, 2022","6.892","6.952","6.952","6.872","0.12%"
"Nov 17, 2022","6.884","6.951","6.984","6.864","-0.19%"
"Nov 16, 2022","6.897","6.984","6.984","6.897","0.01%"
"Nov 15, 2022","6.896","6.950","6.950","6.896","-0.76%"
"Nov 14, 2022","6.949","6.949","6.949","6.929","0.00%"
"Nov 11, 2022","6.949","6.949","7.115","6.849","-1.29%"
"Nov 10, 2022","7.040","7.146","7.146","7.040","-0.64%"
"Nov 09, 2022","7.085","7.165","7.165","7.085","-0.83%"
"Nov 07, 2022","7.144","7.177","7.244","7.144","-0.43%"
"Nov 04, 2022","7.175","7.175","7.208","7.175","0.49%"
"Nov 03, 2022","7.140","7.337","7.337","7.074","0.93%"
"Nov 02, 2022","7.074","7.336","7.336","7.074","0.86%"
"Nov 01, 2022","7.014","7.138","7.204","7.014","0.10%"
"Oct 31, 2022","7.007","7.105","7.124","7.007","0.47%"
"Oct 28, 2022","6.974","6.974","7.169","6.974","0.01%"
"Oct 27, 2022","6.973","7.331","7.331","6.973","-0.46%"
"Oct 25, 2022","7.005","7.102","7.330","7.005","-1.79%"
"Oct 21, 2022","7.133","7.217","7.217","7.133","0.31%"
"Oct 20, 2022","7.111","7.233","7.233","7.111","0.01%"
"Oct 19, 2022","7.110","7.091","7.258","7.046","0.37%"
"Oct 18, 2022","7.084","7.032","7.109","7.032","0.74%"
"Oct 17, 2022","7.032","7.190","7.190","7.032","-2.64%"
"Oct 14, 2022","7.223","7.191","7.448","7.191","0.65%"
"Oct 13, 2022","7.176","7.380","7.380","7.176","0.01%"
"Oct 12, 2022","7.175","7.156","7.251","7.118","0.01%"
"Oct 11, 2022","7.174","7.282","7.282","7.174","-0.53%"
"Oct 10, 2022","7.212","7.313","7.313","7.212","0.81%"
"Oct 07, 2022","7.154","7.198","7.310","7.154","0.56%"
"Oct 06, 2022","7.114","7.183","7.183","7.099","1.18%"
"Oct 04, 2022","7.031","7.082","7.308","7.031","-0.69%"
"Oct 03, 2022","7.080","7.118","7.212","7.080","-0.08%"
"Sep 30, 2022","7.086","7.305","7.305","6.992","1.53%"
"Sep 29, 2022","6.979","7.302","7.302","6.979","0.19%"
"Sep 28, 2022","6.966","6.960","7.053","6.960","0.10%"
"Sep 27, 2022","6.959","7.083","7.083","6.959","-1.30%"
"Sep 26, 2022","7.051","7.113","7.113","7.021","0.17%"
"Sep 23, 2022","7.039","7.113","7.113","7.002","0.56%"
"Sep 22, 2022","7.000","7.000","7.000","7.000","1.61%"
"Sep 21, 2022","6.889","6.987","6.987","6.889","0.00%"
"Sep 20, 2022","6.889","6.895","6.926","6.852","0.72%"
"Sep 19, 2022","6.840","6.895","6.895","6.840","0.18%"
"Sep 16, 2022","6.828","6.834","6.864","6.755","2.65%"
"Sep 15, 2022","6.652","6.803","6.803","6.652","-0.18%"
"Sep 14, 2022","6.664","6.742","6.742","6.664","0.73%"
