"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","2.358","2.390","2.403","2.340","-0.84%"
"Dec 22, 2022","2.378","2.415","2.435","2.370","-0.83%"
"Dec 21, 2022","2.398","2.435","2.440","2.383","-1.03%"
"Dec 20, 2022","2.423","2.435","2.435","2.378","1.42%"
"Dec 19, 2022","2.389","2.480","2.480","2.383","-1.69%"
"Dec 16, 2022","2.430","2.458","2.458","2.410","-0.33%"
"Dec 15, 2022","2.438","2.499","2.499","2.412","-1.14%"
"Dec 14, 2022","2.466","2.520","2.520","2.430","-0.68%"
"Dec 13, 2022","2.483","2.445","2.483","2.440","1.35%"
"Dec 12, 2022","2.450","2.510","2.510","2.400","0.95%"
"Dec 09, 2022","2.427","2.483","2.483","2.403","0.37%"
"Dec 08, 2022","2.418","2.405","2.421","2.388","0.75%"
"Dec 07, 2022","2.400","2.396","2.400","2.365","1.27%"
"Dec 06, 2022","2.370","2.335","2.370","2.335","1.50%"
"Dec 05, 2022","2.335","2.350","2.380","2.324","0.17%"
"Dec 02, 2022","2.331","2.365","2.365","2.315","-0.81%"
"Dec 01, 2022","2.350","2.345","2.370","2.330","0.51%"
"Nov 30, 2022","2.338","2.376","2.376","2.325","-1.06%"
"Nov 29, 2022","2.363","2.318","2.363","2.303","2.52%"
"Nov 28, 2022","2.305","2.363","2.363","2.260","0.35%"
"Nov 25, 2022","2.297","2.279","2.297","2.245","1.73%"
"Nov 24, 2022","2.258","2.310","2.310","2.241","-1.18%"
"Nov 23, 2022","2.285","2.350","2.350","2.275","-1.51%"
"Nov 22, 2022","2.320","2.340","2.340","2.305","-0.13%"
"Nov 21, 2022","2.323","2.370","2.400","2.295","-1.36%"
"Nov 18, 2022","2.355","2.396","2.396","2.330","-0.34%"
"Nov 17, 2022","2.363","2.419","2.419","2.340","-1.34%"
"Nov 16, 2022","2.395","2.375","2.395","2.325","1.23%"
"Nov 15, 2022","2.366","2.310","2.366","2.285","4.00%"
"Nov 14, 2022","2.275","2.245","2.295","2.215","3.74%"
"Nov 11, 2022","2.193","2.210","2.210","2.130","2.72%"
"Nov 10, 2022","2.135","2.174","2.174","2.123","0.47%"
"Nov 09, 2022","2.125","2.135","2.135","2.118","0.09%"
"Nov 08, 2022","2.123","2.105","2.123","2.086","1.87%"
"Nov 07, 2022","2.084","2.110","2.110","2.073","-0.05%"
"Nov 04, 2022","2.085","2.080","2.092","2.063","0.82%"
"Nov 03, 2022","2.068","2.080","2.080","2.059","0.10%"
"Nov 02, 2022","2.066","2.100","2.100","2.063","-0.10%"
"Nov 01, 2022","2.068","2.065","2.068","2.045","0.68%"
"Oct 31, 2022","2.054","2.090","2.090","2.044","-0.48%"
"Oct 28, 2022","2.064","2.080","2.080","2.056","0.00%"
"Oct 27, 2022","2.064","2.093","2.093","2.062","-1.39%"
"Oct 26, 2022","2.093","2.140","2.140","2.070","-0.10%"
"Oct 25, 2022","2.095","2.095","2.095","2.083","0.38%"
"Oct 24, 2022","2.087","2.120","2.120","2.080","-0.14%"
"Oct 21, 2022","2.090","2.110","2.110","2.070","0.72%"
"Oct 20, 2022","2.075","2.080","2.090","2.064","0.48%"
"Oct 19, 2022","2.065","2.100","2.100","2.061","-0.15%"
"Oct 18, 2022","2.068","2.107","2.107","2.064","-0.34%"
"Oct 17, 2022","2.075","2.100","2.100","2.065","-0.48%"
"Oct 15, 2022","2.085","2.056","2.085","2.056","0.10%"
"Oct 14, 2022","2.083","2.113","2.113","2.073","-0.57%"
"Oct 13, 2022","2.095","2.110","2.110","2.083","-0.24%"
"Oct 12, 2022","2.100","2.105","2.105","2.080","0.24%"
"Oct 11, 2022","2.095","2.190","2.190","2.075","-1.64%"
"Oct 10, 2022","2.130","2.145","2.145","2.100","1.79%"
"Oct 09, 2022","2.092","2.094","2.099","2.073","-0.55%"
"Oct 08, 2022","2.104","2.130","2.135","2.102","-0.52%"
"Oct 03, 2022","2.115","2.115","2.115","2.115","-3.64%"
"Sep 30, 2022","2.195","2.145","2.195","2.145","2.71%"
"Sep 29, 2022","2.137","2.147","2.147","2.113","0.33%"
"Sep 28, 2022","2.130","2.117","2.135","2.107","0.80%"
"Sep 27, 2022","2.113","2.110","2.115","2.100","0.48%"
"Sep 26, 2022","2.103","2.110","2.130","2.083","2.59%"
"Sep 23, 2022","2.050","2.050","2.050","2.050","0.74%"
"Sep 22, 2022","2.035","2.040","2.040","2.035","-0.39%"
"Sep 21, 2022","2.043","2.055","2.055","2.043","-0.73%"
"Sep 20, 2022","2.058","2.058","2.058","2.058","-0.24%"
"Sep 19, 2022","2.063","2.060","2.068","2.050","0.15%"
"Sep 16, 2022","2.060","2.060","2.060","2.060","1.53%"
"Sep 15, 2022","2.029","2.025","2.033","2.025","-0.10%"
"Sep 14, 2022","2.031","2.041","2.041","2.031","0.00%"
