"Date","Price","Open","High","Low","Change %"
"Dec 23, 2022","5.956","5.902","5.956","5.902","0.91%"
"Dec 22, 2022","5.902","5.977","5.977","5.902","-1.25%"
"Dec 21, 2022","5.977","5.886","5.977","5.886","1.05%"
"Dec 20, 2022","5.915","5.915","5.915","5.915","0.00%"
"Dec 19, 2022","5.915","5.915","5.915","5.915","0.00%"
"Dec 16, 2022","5.915","5.900","5.915","5.900","0.25%"
"Dec 15, 2022","5.900","5.934","5.934","5.900","0.67%"
"Dec 14, 2022","5.861","5.861","5.861","5.861","0.00%"
"Dec 13, 2022","5.861","5.928","5.928","5.861","-1.13%"
"Dec 12, 2022","5.928","6.024","6.024","5.928","-1.59%"
"Dec 09, 2022","6.024","5.835","6.024","5.835","2.65%"
"Dec 08, 2022","5.869","5.869","5.869","5.869","0.57%"
"Dec 07, 2022","5.835","5.839","5.839","5.835","-0.07%"
"Dec 06, 2022","5.839","6.017","6.017","5.839","-2.96%"
"Dec 05, 2022","6.017","6.017","6.017","6.017","-0.15%"
"Dec 02, 2022","6.026","6.026","6.026","6.026","-2.55%"
"Dec 01, 2022","6.184","6.172","6.184","6.172","-0.51%"
"Nov 30, 2022","6.215","6.215","6.215","6.215","0.70%"
"Nov 29, 2022","6.172","6.072","6.172","6.072","1.65%"
"Nov 28, 2022","6.072","6.139","6.139","6.072","-1.09%"
"Nov 25, 2022","6.139","6.348","6.348","6.139","-3.29%"
"Nov 24, 2022","6.348","6.348","6.348","6.348","-0.63%"
"Nov 23, 2022","6.388","6.137","6.388","6.137","4.09%"
"Nov 22, 2022","6.137","6.149","6.149","6.137","-0.20%"
"Nov 21, 2022","6.149","6.149","6.149","6.149","2.65%"
"Nov 18, 2022","5.990","6.051","6.051","5.990","-1.01%"
"Nov 17, 2022","6.051","6.071","6.071","6.051","-2.90%"
"Nov 16, 2022","6.232","6.232","6.232","6.232","0.00%"
"Nov 15, 2022","6.232","5.924","6.232","5.924","5.20%"
"Nov 14, 2022","5.924","5.924","5.924","5.924","-4.30%"
"Nov 11, 2022","6.190","6.323","6.323","6.190","-3.10%"
"Nov 10, 2022","6.388","6.388","6.388","6.388","0.00%"
"Nov 09, 2022","6.388","6.124","6.388","6.124","4.31%"
"Nov 08, 2022","6.124","5.818","6.124","5.818","5.26%"
"Nov 07, 2022","5.818","5.916","5.916","5.818","-1.66%"
"Nov 04, 2022","5.916","5.916","5.916","5.916","-2.52%"
"Nov 03, 2022","6.069","6.069","6.069","6.069","3.13%"
"Nov 02, 2022","5.885","5.885","5.885","5.885","-0.60%"
"Nov 01, 2022","5.920","5.920","5.920","5.920","0.00%"
"Oct 31, 2022","5.920","5.920","5.920","5.920","0.60%"
"Oct 28, 2022","5.885","6.072","6.072","5.885","-3.08%"
"Oct 27, 2022","6.072","5.693","6.072","5.693","6.66%"
"Oct 26, 2022","5.693","5.597","5.693","5.597","-6.53%"
"Oct 25, 2022","6.091","6.091","6.091","6.091","0.00%"
"Oct 24, 2022","6.091","6.091","6.091","6.091","0.61%"
"Oct 21, 2022","6.054","6.054","6.054","6.054","0.20%"
"Oct 20, 2022","6.042","6.042","6.042","6.042","-0.05%"
"Oct 19, 2022","6.045","6.045","6.045","6.045","6.99%"
"Oct 18, 2022","5.650","5.650","5.650","5.650","0.00%"
"Oct 17, 2022","5.650","5.580","5.650","5.580","1.25%"
"Oct 14, 2022","5.580","5.580","5.580","5.580","0.58%"
"Oct 13, 2022","5.548","5.548","5.548","5.548","-6.54%"
"Oct 12, 2022","5.936","5.886","5.936","5.886","0.85%"
"Oct 11, 2022","5.886","5.560","5.886","5.560","5.86%"
"Oct 10, 2022","5.560","5.560","5.560","5.560","-5.24%"
"Oct 07, 2022","5.867","5.867","5.867","5.867","8.58%"
"Oct 06, 2022","5.404","5.404","5.404","5.404","-6.44%"
"Oct 05, 2022","5.776","5.484","5.776","5.484","4.87%"
"Oct 04, 2022","5.508","5.508","5.508","5.508","4.83%"
"Oct 03, 2022","5.254","5.254","5.254","5.254","-1.74%"
"Sep 30, 2022","5.347","5.347","5.347","5.347","2.84%"
"Sep 29, 2022","5.200","5.304","5.304","5.200","-10.35%"
"Sep 28, 2022","5.800","5.800","5.800","5.800","0.00%"
"Sep 27, 2022","5.800","5.531","5.800","5.531","4.38%"
"Sep 26, 2022","5.556","5.556","5.556","5.556","0.46%"
"Sep 23, 2022","5.531","5.130","5.531","5.130","7.82%"
"Sep 22, 2022","5.130","5.369","5.369","5.130","-4.45%"
"Sep 21, 2022","5.369","5.369","5.369","5.369","-3.70%"
"Sep 20, 2022","5.576","5.576","5.576","5.576","9.56%"
"Sep 19, 2022","5.089","4.996","5.089","4.996","-4.49%"
"Sep 16, 2022","5.328","5.328","5.328","5.328","0.00%"
"Sep 15, 2022","5.328","5.150","5.328","5.150","3.46%"
"Sep 14, 2022","5.150","5.210","5.210","5.150","-1.15%"
