"Date","Price","Open","High","Low","Change %"
"Dec 25, 2022","3.715","3.715","3.715","3.715","0.00%"
"Dec 24, 2022","3.715","3.715","3.715","3.715","-0.75%"
"Dec 23, 2022","3.743","3.708","3.744","3.708","1.13%"
"Dec 22, 2022","3.701","3.743","3.749","3.700","-1.54%"
"Dec 21, 2022","3.759","3.812","3.812","3.750","-0.95%"
"Dec 20, 2022","3.795","3.716","3.818","3.716","3.52%"
"Dec 19, 2022","3.666","3.674","3.679","3.660","0.16%"
"Dec 18, 2022","3.660","3.660","3.660","3.660","0.00%"
"Dec 17, 2022","3.660","3.660","3.660","3.660","-0.25%"
"Dec 16, 2022","3.669","3.711","3.711","3.669","0.30%"
"Dec 15, 2022","3.658","3.690","3.718","3.658","-0.46%"
"Dec 14, 2022","3.675","3.732","3.734","3.675","-2.52%"
"Dec 13, 2022","3.770","3.773","3.789","3.757","-0.13%"
"Dec 12, 2022","3.775","3.799","3.807","3.742","-0.19%"
"Dec 11, 2022","3.782","3.782","3.782","3.782","0.00%"
"Dec 10, 2022","3.782","3.782","3.782","3.782","0.00%"
"Dec 09, 2022","3.782","3.800","3.804","3.777","-0.45%"
"Dec 08, 2022","3.799","3.773","3.802","3.758","0.96%"
"Dec 07, 2022","3.763","3.803","3.804","3.758","-0.40%"
"Dec 06, 2022","3.778","3.791","3.800","3.756","0.37%"
"Dec 05, 2022","3.764","3.770","3.772","3.749","-0.16%"
"Dec 04, 2022","3.770","3.770","3.770","3.770","0.00%"
"Dec 03, 2022","3.770","3.770","3.770","3.770","-0.19%"
"Dec 02, 2022","3.777","3.766","3.790","3.766","-0.71%"
"Dec 01, 2022","3.804","3.778","3.818","3.760","-0.31%"
"Nov 30, 2022","3.816","3.873","3.873","3.807","-1.40%"
"Nov 29, 2022","3.870","3.827","3.875","3.795","1.65%"
"Nov 28, 2022","3.807","3.779","3.812","3.765","1.14%"
"Nov 27, 2022","3.764","3.764","3.764","3.764","0.00%"
"Nov 26, 2022","3.764","3.764","3.764","3.764","0.11%"
"Nov 25, 2022","3.760","3.830","3.839","3.750","-1.10%"
"Nov 24, 2022","3.802","3.870","3.870","3.786","-4.04%"
"Nov 23, 2022","3.962","3.919","3.984","3.916","1.07%"
"Nov 22, 2022","3.920","3.896","3.920","3.895","0.85%"
"Nov 21, 2022","3.887","3.893","3.895","3.865","0.80%"
"Nov 20, 2022","3.856","3.856","3.856","3.856","0.00%"
"Nov 19, 2022","3.856","3.856","3.856","3.856","-1.00%"
"Nov 18, 2022","3.895","3.897","3.905","3.887","0.13%"
"Nov 17, 2022","3.890","3.840","3.890","3.840","-0.03%"
"Nov 16, 2022","3.891","3.824","3.897","3.824","1.35%"
"Nov 15, 2022","3.839","3.891","3.891","3.830","-2.32%"
"Nov 14, 2022","3.930","3.929","3.932","3.898","0.77%"
"Nov 13, 2022","3.900","3.900","3.900","3.900","0.00%"
"Nov 12, 2022","3.900","3.900","3.900","3.900","-0.64%"
"Nov 11, 2022","3.925","3.895","3.925","3.859","-4.96%"
"Nov 10, 2022","4.130","4.160","4.160","4.109","-0.94%"
"Nov 09, 2022","4.169","4.200","4.248","4.146","-2.34%"
"Nov 08, 2022","4.269","4.286","4.308","4.235","0.52%"
"Nov 07, 2022","4.247","4.217","4.257","4.217","1.72%"
"Nov 06, 2022","4.175","4.175","4.175","4.175","0.00%"
"Nov 05, 2022","4.175","4.175","4.175","4.175","-0.33%"
"Nov 04, 2022","4.189","4.222","4.339","4.175","-1.25%"
"Nov 03, 2022","4.242","4.211","4.248","4.211","1.46%"
"Nov 02, 2022","4.181","4.166","4.196","4.166","0.75%"
"Nov 01, 2022","4.150","4.195","4.221","4.106","-1.84%"
"Oct 31, 2022","4.228","4.186","4.246","4.180","2.13%"
"Oct 30, 2022","4.140","4.140","4.140","4.140","0.00%"
"Oct 29, 2022","4.140","4.140","4.140","4.140","-0.53%"
"Oct 28, 2022","4.162","4.199","4.211","4.162","-1.89%"
"Oct 27, 2022","4.242","4.234","4.342","4.171","-0.19%"
"Oct 26, 2022","4.250","4.236","4.304","4.225","-0.05%"
"Oct 25, 2022","4.252","4.373","4.386","4.248","-1.69%"
"Oct 24, 2022","4.325","4.331","4.331","4.313","-2.70%"
"Oct 23, 2022","4.445","4.445","4.445","4.445","0.00%"
"Oct 22, 2022","4.445","4.445","4.445","4.445","-0.98%"
"Oct 21, 2022","4.489","4.374","4.489","4.374","4.15%"
"Oct 20, 2022","4.310","4.310","4.373","4.260","-0.12%"
"Oct 19, 2022","4.315","4.239","4.315","4.239","2.18%"
"Oct 18, 2022","4.223","4.233","4.258","4.205","-0.02%"
"Oct 17, 2022","4.224","4.261","4.285","4.207","1.42%"
"Oct 16, 2022","4.165","4.165","4.165","4.165","0.00%"
"Oct 15, 2022","4.165","4.165","4.165","4.165","-1.63%"
"Oct 14, 2022","4.234","4.279","4.279","4.173","0.88%"
"Oct 13, 2022","4.197","4.098","4.210","4.097","2.07%"
"Oct 12, 2022","4.112","4.280","4.404","4.109","-4.44%"
"Oct 11, 2022","4.303","4.300","4.695","4.272","2.82%"
"Oct 10, 2022","4.185","4.185","4.185","4.185","0.00%"
"Oct 09, 2022","4.185","4.185","4.185","4.185","0.00%"
"Oct 08, 2022","4.185","4.185","4.185","4.185","0.19%"
"Oct 07, 2022","4.177","4.180","4.219","4.130","2.08%"
"Oct 06, 2022","4.092","4.130","4.152","4.089","0.07%"
"Oct 05, 2022","4.089","4.069","4.118","4.047","0.34%"
"Oct 04, 2022","4.075","4.145","4.149","4.047","-2.51%"
"Oct 03, 2022","4.180","4.180","4.180","4.180","0.00%"
"Oct 02, 2022","4.180","4.180","4.180","4.180","0.00%"
"Oct 01, 2022","4.180","4.180","4.180","4.180","-0.71%"
"Sep 30, 2022","4.210","4.206","4.295","4.206","-2.66%"
"Sep 29, 2022","4.325","4.177","4.360","4.177","1.38%"
"Sep 28, 2022","4.266","4.416","4.507","4.266","-1.25%"
"Sep 27, 2022","4.320","4.529","4.530","4.300","-3.29%"
"Sep 26, 2022","4.467","4.288","4.467","4.288","6.36%"
"Sep 25, 2022","4.200","4.200","4.200","4.200","0.00%"
"Sep 24, 2022","4.200","4.200","4.200","4.200","0.57%"
"Sep 23, 2022","4.176","4.191","4.293","4.171","2.91%"
"Sep 22, 2022","4.058","4.035","4.100","4.021","5.13%"
"Sep 21, 2022","3.860","3.834","3.900","3.834","1.45%"
"Sep 20, 2022","3.805","3.775","3.821","3.769","1.09%"
"Sep 19, 2022","3.764","3.739","3.801","3.737","0.29%"
"Sep 18, 2022","3.753","3.753","3.753","3.753","0.00%"
"Sep 17, 2022","3.753","3.753","3.753","3.753","0.11%"
"Sep 16, 2022","3.749","3.780","3.871","3.721","1.00%"
"Sep 15, 2022","3.712","3.652","3.774","3.647","2.09%"
"Sep 14, 2022","3.636","3.700","3.720","3.636","2.36%"
